PolicyNo,ClaimNo,Insured Country,Insured Name,Broker,Risk Country,Underwriter,Brokerage,Exposure,Gross Premium,Outstanding,Paid,Rate Change,Unique Market Reference,Underwriting Year,Inception Date,Expiry Date,OurShare,Distribution Channel,Class,Division,New Renewal
PL109013,CLM509013,India,Matthew Reilly,Gallagher,USA,Lauren Weber,0.02906,1463872.4,165291.46,939160.99,504366.95,-0.0957,UMR_CEPyO,1999,2006-01-28 00:00:00,2025-08-09 00:00:00,0.3651,Broker,Energy,Energy and Construction,New
PL109014,CLM509014,India,Mrs. Mary Perez,Gallagher,France,Lauren Weber,0.0696,674042.24,1134914.3,533059.83,932483.9,-0.0601,UMR_VaICL,2010,2017-01-30 00:00:00,2025-01-11 00:00:00,0.2099,Open Market,Construction,Specialty,Renewal
PL109015,CLM509015,Germany,Larry Clark,Aon,France,Lauren Weber,0.05415,1673906.02,1109957.65,66021.12,31643.37,-0.1392,UMR_npoyU,2019,2019-11-17 00:00:00,2023-12-12 00:00:00,0.8142,Delegated Authority,Energy,Specialty,Renewal
PL109016,CLM509016,India,Kelly Best,Marsh,Germany,Daniel Powell,0.08294,1270260.6,869491.39,791423.12,332517.67,0.1066,UMR_KJZyA,2021,2013-03-09 00:00:00,2024-07-21 00:00:00,0.6723,Broker,Marine,Energy and Construction,New
PL109017,CLM509017,India,Emily Cain,Marsh,Germany,Daniel Powell,0.06046,831953.32,1412498.46,198754.49,36101.02,0.4612,UMR_RZkfJ,1994,2003-08-13 00:00:00,2025-09-08 00:00:00,0.4826,Open Market,Construction,Specialty,New
PL109018,CLM509018,USA,Brian Turner,Marsh,USA,Daniel Powell,0.03315,1869743.22,774791.54,583215.93,625175.52,0.1202,UMR_WQPck,1989,2004-03-11 00:00:00,2024-10-21 00:00:00,0.876,Open Market,Energy,Specialty,New
PL109019,CLM509019,India,Deborah Allen,Gallagher,France,Lauren Weber,0.09413,1456094.88,586372.55,448985.33,36086.24,0.0617,UMR_MHnzu,1991,2021-07-28 00:00:00,2023-11-09 00:00:00,0.1924,Delegated Authority,Energy,Energy and Construction,New
PL109020,CLM509020,India,Valerie Williams,Willis,USA,Lauren Weber,0.02783,776114.97,1046186.8,620239.07,631931.57,-0.0192,UMR_EDTxk,1995,2010-05-18 00:00:00,2025-02-05 00:00:00,0.9193,Delegated Authority,Energy,Energy and Construction,Renewal
PL109021,CLM509021,Germany,Melanie Martin,Aon,USA,Lauren Weber,0.10665,1345665.13,745837.73,291398.53,860905.45,-0.209,UMR_sQINC,2000,2021-03-24 00:00:00,2023-12-03 00:00:00,0.8179,Delegated Authority,Marine,Energy and Construction,New
PL109022,CLM509022,USA,Kara Jones,Gallagher,Germany,Lauren Weber,0.09611,1209658.51,804281.15,731708.73,190310.06,0.048,UMR_iFbVH,2015,2012-06-24 00:00:00,2024-11-29 00:00:00,0.8558,Broker,Energy,Specialty,Renewal
PL109023,CLM509023,UK,Hunter Perez,Willis,France,Daniel Powell,0.09593,388966.96,1220303.55,165579.77,225284.75,0.1132,UMR_OyTSi,2024,2001-03-21 00:00:00,2025-04-28 00:00:00,0.9753,Delegated Authority,Energy,Specialty,New
PL109024,CLM509024,USA,Darrell Smith,Willis,Germany,Daniel Powell,0.04269,1405764.09,1228491.55,362005.82,20480.19,-0.3831,UMR_DtSIH,2020,2002-02-10 00:00:00,2025-08-19 00:00:00,0.878,Open Market,Construction,Energy and Construction,New
PL109025,CLM509025,Germany,Amy Thomas,Marsh,India,Daniel Powell,0.03022,1406602.7,448414.71,686493.61,559043.91,-0.1375,UMR_eOkGv,1989,2021-04-26 00:00:00,2024-06-03 00:00:00,0.5491,Delegated Authority,Marine,Energy and Construction,Renewal
PL109026,CLM509026,UK,Danielle Dunn,Aon,India,Daniel Powell,0.11278,566231.7,492967.61,493283.7,354147.89,0.2677,UMR_wpLyi,2011,2012-02-06 00:00:00,2025-05-09 00:00:00,0.6642,Delegated Authority,Construction,Specialty,Renewal
PL109027,CLM509027,Germany,Joseph French,Willis,Germany,Daniel Powell,0.0381,925339.43,452769.8,617400.8,282508.18,-0.4161,UMR_vkgqk,1998,2009-09-24 00:00:00,2025-08-09 00:00:00,0.7378,Broker,Energy,Energy and Construction,Renewal
PL109028,CLM509028,USA,Alexis Mills,Marsh,India,Daniel Powell,0.02788,443958.7,1459681.42,793147.6,130745.66,0.4619,UMR_wsSFU,1996,2012-02-09 00:00:00,2023-08-02 00:00:00,0.7122,Delegated Authority,Marine,Specialty,Renewal
PL109029,CLM509029,Germany,Joe Irwin,Gallagher,France,Lauren Weber,0.09998,249992.34,1002269.31,41677.27,105396.12,-0.348,UMR_UcMRq,1989,2016-10-29 00:00:00,2023-02-11 00:00:00,0.7245,Delegated Authority,Marine,Specialty,New
PL109030,CLM509030,Germany,Amber Fuentes,Willis,USA,Daniel Powell,0.1171,762976.84,1073344.91,421028.07,970139.88,-0.1456,UMR_Yoomb,1989,2017-08-15 00:00:00,2025-06-17 00:00:00,0.4492,Delegated Authority,Marine,Energy and Construction,New
PL109031,CLM509031,India,David Townsend,Gallagher,France,Daniel Powell,0.09676,393312.29,1032419.62,228803.64,291290.32,0.0937,UMR_zhOLT,1997,2009-02-14 00:00:00,2025-08-28 00:00:00,0.8242,Broker,Construction,Energy and Construction,Renewal
PL109032,CLM509032,Germany,Ryan Reyes,Willis,Germany,Daniel Powell,0.05452,1485845.51,439029.59,982492.95,655840.55,0.4076,UMR_YEMjq,2005,2004-09-12 00:00:00,2024-06-12 00:00:00,0.2268,Open Market,Marine,Energy and Construction,Renewal
PL109033,CLM509033,UK,Teresa Weber,Willis,Germany,Daniel Powell,0.07263,1312075.28,466872.16,639654.24,925431.97,-0.2303,UMR_IEwIK,2018,2019-06-06 00:00:00,2025-03-13 00:00:00,0.4162,Open Market,Construction,Energy and Construction,Renewal
PL109034,CLM509034,UK,Dawn Thompson,Aon,Germany,Lauren Weber,0.09612,1692516.89,742621.09,839082.79,827448.51,0.2909,UMR_IkGJd,2022,2015-02-05 00:00:00,2024-11-28 00:00:00,0.9124,Broker,Construction,Energy and Construction,New
PL109035,CLM509035,UK,Brian Price,Willis,USA,Lauren Weber,0.06894,962329.94,1207789.56,431277.33,88499.42,0.4846,UMR_xzLxw,1989,2021-12-21 00:00:00,2023-05-23 00:00:00,0.9263,Broker,Construction,Energy and Construction,Renewal
PL109036,CLM509036,India,Marie Miller,Marsh,Germany,Lauren Weber,0.03113,1739515.12,729583.06,323676.44,764951.67,0.4479,UMR_nRwiR,2018,2002-09-10 00:00:00,2025-03-17 00:00:00,0.3136,Delegated Authority,Construction,Specialty,Renewal
PL109037,CLM509037,UK,Richard Hubbard,Aon,Germany,Lauren Weber,0.06371,1675021.97,304593.79,954061.5,934192.34,0.0042,UMR_GoLSm,2005,2013-04-17 00:00:00,2025-09-09 00:00:00,0.4413,Open Market,Energy,Energy and Construction,Renewal
PL109038,CLM509038,USA,Phillip Goodman,Marsh,Germany,Lauren Weber,0.08248,140005.32,511994.53,372976.19,714556.29,0.4707,UMR_FNkyF,2014,2003-04-23 00:00:00,2025-01-31 00:00:00,0.8825,Open Market,Marine,Specialty,Renewal
PL109039,CLM509039,Germany,Ann Patel,Gallagher,India,Daniel Powell,0.09857,619083.43,940491.05,58764.91,159263.86,0.4556,UMR_yuCRL,1997,2003-01-02 00:00:00,2025-05-28 00:00:00,0.9514,Delegated Authority,Construction,Specialty,Renewal
PL109040,CLM509040,India,Michael Cortez,Gallagher,France,Daniel Powell,0.07422,558532.57,108734.59,79101.34,572735.83,0.1553,UMR_BfHRB,1996,2012-08-25 00:00:00,2023-08-20 00:00:00,0.9839,Open Market,Energy,Specialty,Renewal
PL109041,CLM509041,UK,Nicole Carpenter,Gallagher,India,Daniel Powell,0.09801,1673500.97,1393994.2,567518.13,484537.15,0.4766,UMR_ghgkx,2002,2014-10-29 00:00:00,2024-05-25 00:00:00,0.9428,Open Market,Marine,Specialty,Renewal
PL109042,CLM509042,UK,Joshua Anderson,Willis,Germany,Lauren Weber,0.06849,1992687.54,953471.57,206353.18,140425.36,-0.1451,UMR_JFnIM,1987,2020-01-27 00:00:00,2023-10-26 00:00:00,0.267,Broker,Energy,Energy and Construction,New
PL109043,CLM509043,India,Tanner Daniels,Willis,France,Daniel Powell,0.05987,426890.85,1076193.76,612284.02,393681.96,0.2027,UMR_VcehD,1991,2001-03-03 00:00:00,2024-12-13 00:00:00,0.1895,Open Market,Marine,Energy and Construction,New
PL109044,CLM509044,USA,Douglas Hernandez,Aon,Germany,Daniel Powell,0.10713,1992539.28,1466059.41,668780.92,570412.16,0.4989,UMR_JuVbm,2012,2014-08-16 00:00:00,2025-03-04 00:00:00,0.4474,Open Market,Energy,Energy and Construction,Renewal
PL109045,CLM509045,USA,Patricia Douglas,Gallagher,Germany,Lauren Weber,0.061,704696.89,317064.08,316037.51,256179.13,-0.3051,UMR_DFFfy,1994,2019-07-09 00:00:00,2025-01-01 00:00:00,0.2995,Delegated Authority,Marine,Specialty,Renewal
PL109046,CLM509046,India,Melissa Patrick,Marsh,India,Daniel Powell,0.0922,1475008.06,586032.87,522067.02,939981.11,0.0373,UMR_FKKfE,1989,2004-02-04 00:00:00,2023-11-11 00:00:00,0.9621,Delegated Authority,Marine,Energy and Construction,Renewal
PL109047,CLM509047,Germany,Scott Williams,Marsh,USA,Daniel Powell,0.07975,1771205.86,900214.47,732128.43,499154.18,-0.066,UMR_ctTaY,1995,2018-10-07 00:00:00,2025-06-25 00:00:00,0.3148,Broker,Energy,Specialty,New
PL109048,CLM509048,USA,Susan Roberts,Gallagher,France,Lauren Weber,0.10351,1262551.06,1293054.03,168806.22,610562.03,0.1202,UMR_TLNJi,2021,2010-11-17 00:00:00,2024-01-30 00:00:00,0.7142,Broker,Construction,Energy and Construction,New
PL109049,CLM509049,UK,Betty Parker,Gallagher,USA,Daniel Powell,0.08622,470532.88,81791.79,871239.21,766608.45,-0.3278,UMR_XzCnf,2010,2015-08-16 00:00:00,2024-11-13 00:00:00,0.7924,Open Market,Marine,Energy and Construction,Renewal
PL109050,CLM509050,USA,Victoria Holt,Willis,France,Daniel Powell,0.0967,1199644.41,708447.37,483997.12,526187.68,-0.0343,UMR_UqUQA,2012,2010-10-22 00:00:00,2024-08-02 00:00:00,0.8525,Open Market,Marine,Energy and Construction,New
PL109051,CLM509051,India,Richard Hatfield,Marsh,Germany,Lauren Weber,0.10099,594702.05,845701.19,27797.45,79508.6,-0.1099,UMR_HlDeY,1985,2020-12-12 00:00:00,2023-03-11 00:00:00,0.6619,Open Market,Marine,Energy and Construction,Renewal
PL109052,CLM509052,Germany,Johnny Owens,Aon,India,Daniel Powell,0.03849,478363.64,400749.34,868573.44,756248.78,-0.4735,UMR_FNkju,2020,2011-12-05 00:00:00,2023-08-24 00:00:00,0.124,Delegated Authority,Construction,Energy and Construction,Renewal
PL109053,CLM509053,Germany,John Rivera,Marsh,France,Lauren Weber,0.01394,857110.6,163645.16,955007.64,700864.96,0.1153,UMR_lmVlO,1985,2003-08-22 00:00:00,2024-12-23 00:00:00,0.3724,Broker,Construction,Specialty,New
PL109054,CLM509054,Germany,Lisa Wilkins,Marsh,Germany,Lauren Weber,0.11575,1434263.46,718693.59,119406.13,606.72,-0.425,UMR_ivUiI,2015,2003-06-13 00:00:00,2025-09-01 00:00:00,0.6742,Broker,Construction,Energy and Construction,Renewal
PL109055,CLM509055,Germany,James Roberson,Willis,Germany,Lauren Weber,0.07811,1687438.49,1076880.58,943901.74,345423.12,-0.1411,UMR_ssAIl,1995,2015-03-27 00:00:00,2024-09-12 00:00:00,0.5736,Delegated Authority,Marine,Specialty,New
PL109056,CLM509056,Germany,Diamond Ho,Willis,India,Lauren Weber,0.02105,617030.65,836550.64,726371.64,795503.35,0.2623,UMR_gadkM,1998,2016-02-02 00:00:00,2023-06-04 00:00:00,0.9321,Broker,Energy,Energy and Construction,New
PL109057,CLM509057,UK,Christine Johnson,Willis,USA,Lauren Weber,0.07458,1233679.16,398961.74,278299.13,575171.59,0.4973,UMR_gPCHC,1996,2017-01-28 00:00:00,2025-06-23 00:00:00,0.2837,Open Market,Construction,Specialty,Renewal
PL109058,CLM509058,UK,Amy Arnold,Aon,USA,Daniel Powell,0.06378,1215689.32,61736.28,969374.87,900199.72,0.3746,UMR_yxbGl,1985,2009-07-23 00:00:00,2025-01-06 00:00:00,0.7184,Open Market,Energy,Energy and Construction,Renewal
PL109059,CLM509059,Germany,Pedro Morgan Jr.,Gallagher,France,Lauren Weber,0.11587,1456533.54,429832.6,655984.09,54872.89,0.3773,UMR_jyQSY,2021,2016-06-07 00:00:00,2024-06-28 00:00:00,0.4273,Delegated Authority,Energy,Specialty,New
PL109060,CLM509060,USA,Nancy Allen,Willis,France,Daniel Powell,0.0234,817901.76,467364.65,454034.02,334981.48,0.1118,UMR_RRkbf,1997,2003-01-11 00:00:00,2025-02-19 00:00:00,0.1282,Open Market,Energy,Energy and Construction,Renewal
PL109061,CLM509061,Germany,Elizabeth Young,Aon,USA,Daniel Powell,0.09602,567408.57,328547.91,329385.52,177519.77,0.3944,UMR_BWTqs,2015,2008-09-23 00:00:00,2024-02-09 00:00:00,0.2405,Open Market,Construction,Specialty,Renewal
PL109062,CLM509062,USA,Jeffrey Willis,Marsh,USA,Lauren Weber,0.01554,648820.52,645434.57,323309.54,961089.24,0.3021,UMR_DGCdk,2016,2004-05-19 00:00:00,2024-11-27 00:00:00,0.8742,Delegated Authority,Construction,Energy and Construction,New
PL109063,CLM509063,USA,Dawn Miller,Gallagher,France,Lauren Weber,0.07661,475360.79,831566.91,177816.52,989680.99,-0.3341,UMR_JlUBD,1993,2007-02-08 00:00:00,2024-05-20 00:00:00,0.5972,Broker,Energy,Specialty,New
PL109064,CLM509064,Germany,Brandi Whitaker,Gallagher,India,Lauren Weber,0.02536,974920.06,1256639.43,140107.95,18585.45,-0.0479,UMR_UIDrG,2003,2011-06-24 00:00:00,2025-01-24 00:00:00,0.8488,Delegated Authority,Construction,Energy and Construction,Renewal
PL109065,CLM509065,UK,Jeremy Stanley,Gallagher,India,Daniel Powell,0.01828,1857812.51,985891.57,49069.66,645960.69,-0.4745,UMR_HbRQa,1991,2002-03-11 00:00:00,2025-12-16 00:00:00,0.8879,Broker,Marine,Energy and Construction,Renewal
PL109066,CLM509066,USA,Brandon Gilbert,Aon,USA,Daniel Powell,0.01664,1692501.66,1124831.34,867314.25,988534.26,-0.2763,UMR_xGOKy,2012,2003-05-24 00:00:00,2024-06-24 00:00:00,0.5641,Delegated Authority,Energy,Specialty,Renewal
PL109067,CLM509067,UK,Robert Huynh,Gallagher,India,Lauren Weber,0.05443,1565843.71,65028.08,138576.9,7614.49,0.3817,UMR_CSCLy,2020,2003-08-03 00:00:00,2023-08-23 00:00:00,0.1014,Delegated Authority,Energy,Specialty,Renewal
PL109068,CLM509068,USA,Patrick Martinez,Marsh,Germany,Daniel Powell,0.01239,163865.87,1285350.37,431064.77,72327.68,0.2733,UMR_hGArQ,2015,2014-04-28 00:00:00,2023-04-13 00:00:00,0.3205,Open Market,Construction,Energy and Construction,New
PL109069,CLM509069,UK,Heather Alvarado,Aon,USA,Daniel Powell,0.09519,1580008.56,274002.55,250199.33,503178.05,-0.3888,UMR_FTijn,2005,2009-12-16 00:00:00,2024-09-15 00:00:00,0.3779,Delegated Authority,Marine,Specialty,New
PL109070,CLM509070,Germany,Jonathan Hernandez,Willis,India,Lauren Weber,0.10849,1545033.52,935654.06,112912.95,468096.98,-0.1739,UMR_xiAKj,2012,2007-08-01 00:00:00,2023-11-06 00:00:00,0.2406,Delegated Authority,Marine,Specialty,Renewal
PL109071,CLM509071,UK,Chelsea Nelson,Willis,Germany,Daniel Powell,0.09513,149528.68,112194.39,463672.52,686084.43,-0.425,UMR_KEVHe,1997,2003-02-21 00:00:00,2025-09-22 00:00:00,0.3643,Broker,Construction,Specialty,Renewal
PL109072,CLM509072,USA,Peter Carrillo,Willis,Germany,Lauren Weber,0.04299,631168.61,1082539.85,358172.56,452728.14,-0.3489,UMR_YRojg,1988,2011-04-07 00:00:00,2023-05-09 00:00:00,0.8259,Delegated Authority,Energy,Energy and Construction,Renewal
PL109073,CLM509073,India,Jennifer Harris,Willis,Germany,Lauren Weber,0.05448,1723494.76,1323482.33,814494.51,280992.96,-0.2867,UMR_jIhZC,2014,2007-02-09 00:00:00,2023-09-25 00:00:00,0.1862,Delegated Authority,Marine,Specialty,Renewal
PL109074,CLM509074,India,Tiffany Bishop,Willis,Germany,Lauren Weber,0.11978,1326050.79,1288178.27,644144.96,311813.3,-0.2875,UMR_eNzAo,1992,2010-09-01 00:00:00,2023-09-10 00:00:00,0.1557,Broker,Marine,Specialty,Renewal
PL109075,CLM509075,UK,Crystal Brown,Aon,Germany,Daniel Powell,0.06772,958372.09,757287.94,95841.66,434249.65,-0.297,UMR_ubHEr,1986,2007-12-09 00:00:00,2024-10-12 00:00:00,0.1868,Delegated Authority,Marine,Specialty,Renewal
PL109076,CLM509076,UK,Sherri Ali,Aon,USA,Daniel Powell,0.05177,1705888.24,1205042.41,334964.25,965788.73,-0.2684,UMR_JHCcL,2022,2015-01-24 00:00:00,2025-06-30 00:00:00,0.7513,Broker,Construction,Energy and Construction,New
PL109077,CLM509077,Germany,Paul Bennett,Marsh,France,Daniel Powell,0.0691,1159441.16,1004601.73,404905.53,772235.7,0.3639,UMR_bXIgy,2011,2020-05-13 00:00:00,2024-11-04 00:00:00,0.3125,Open Market,Marine,Energy and Construction,Renewal
PL109078,CLM509078,USA,Melvin Bean,Marsh,USA,Lauren Weber,0.08108,905982.07,268588.77,410484.02,719231.65,-0.029,UMR_JlQis,1996,2001-12-31 00:00:00,2024-10-04 00:00:00,0.6281,Open Market,Energy,Specialty,New
PL109079,CLM509079,UK,Joseph Whitehead,Aon,Germany,Lauren Weber,0.08054,1653543.63,180916.49,194802.29,908582.66,0.4765,UMR_bmjGw,1991,2018-06-11 00:00:00,2023-07-16 00:00:00,0.2301,Delegated Authority,Marine,Specialty,New
PL109080,CLM509080,USA,Lawrence Hamilton,Gallagher,India,Lauren Weber,0.01567,851199.67,944456.07,640674.22,228236.88,-0.03,UMR_lMGVX,2004,2010-09-18 00:00:00,2023-03-26 00:00:00,0.5,Broker,Energy,Energy and Construction,Renewal
PL109081,CLM509081,USA,Stephen Arroyo,Gallagher,USA,Lauren Weber,0.1022,183376.39,313208.8,878145.74,914157.52,0.4662,UMR_PbEEY,1992,2013-09-15 00:00:00,2023-04-27 00:00:00,0.7008,Delegated Authority,Construction,Energy and Construction,Renewal
PL109082,CLM509082,USA,Thomas Mann,Marsh,India,Daniel Powell,0.04042,1950383.22,1097764.38,13313.92,557174.97,-0.1645,UMR_FNWyf,2011,2017-10-07 00:00:00,2024-03-03 00:00:00,0.3037,Open Market,Energy,Specialty,Renewal
PL109083,CLM509083,USA,John Orozco,Aon,USA,Daniel Powell,0.06563,795311.14,200798.64,642394.06,479712.06,0.0708,UMR_FJJsq,2008,2009-04-29 00:00:00,2025-01-04 00:00:00,0.7777,Open Market,Marine,Specialty,Renewal
PL109084,CLM509084,Germany,Dylan Silva,Marsh,Germany,Daniel Powell,0.04746,1542586.49,221069.28,322597.37,902570.07,0.0575,UMR_MFeHY,2022,2006-02-14 00:00:00,2024-06-27 00:00:00,0.8837,Open Market,Energy,Energy and Construction,Renewal
PL109085,CLM509085,India,James Johns,Aon,Germany,Daniel Powell,0.06891,276844.77,605858.15,910589.67,89288.97,0.0075,UMR_NOFrc,1990,2002-08-10 00:00:00,2023-11-22 00:00:00,0.794,Delegated Authority,Energy,Specialty,Renewal
PL109086,CLM509086,UK,Edward Gardner,Marsh,France,Daniel Powell,0.06164,693830.11,1349286.94,354653.57,260520.95,-0.149,UMR_cUkdh,1993,2004-05-03 00:00:00,2024-01-30 00:00:00,0.6485,Open Market,Energy,Specialty,New
PL109087,CLM509087,Germany,Sherri Hall,Willis,France,Daniel Powell,0.06125,1512339.96,1222334.27,556543.83,162280.76,0.1901,UMR_jaNyq,2010,2014-08-01 00:00:00,2025-07-03 00:00:00,0.9056,Open Market,Construction,Specialty,New
PL109088,CLM509088,India,Amy Smith,Gallagher,Germany,Daniel Powell,0.0226,1813902.75,725483.69,135752.71,528458.67,0.3772,UMR_sXKiE,2011,2001-05-06 00:00:00,2023-09-11 00:00:00,0.7882,Delegated Authority,Construction,Energy and Construction,New
PL109089,CLM509089,India,Jessica Gonzalez MD,Aon,Germany,Daniel Powell,0.11688,1951114.65,313026.78,212299.72,932149.07,0.2056,UMR_OnZYW,2004,2021-04-05 00:00:00,2025-04-29 00:00:00,0.3824,Broker,Construction,Specialty,Renewal
PL109090,CLM509090,USA,Jason Russell,Aon,France,Lauren Weber,0.03856,822411.36,998748.62,391241.17,141629.54,0.452,UMR_TAKOO,2004,2004-12-14 00:00:00,2025-03-01 00:00:00,0.3896,Open Market,Construction,Energy and Construction,Renewal
PL109091,CLM509091,UK,Willie Taylor,Gallagher,France,Lauren Weber,0.05645,708195.4,376702.49,351353.51,913157.78,0.3691,UMR_cgmIn,1992,2009-02-02 00:00:00,2023-04-21 00:00:00,0.8613,Broker,Marine,Energy and Construction,New
PL109092,CLM509092,India,Joanne Anderson,Gallagher,Germany,Daniel Powell,0.11344,684623.63,269162.63,144710.06,203218.68,-0.202,UMR_LWsgA,1991,2007-08-13 00:00:00,2024-11-21 00:00:00,0.7399,Open Market,Construction,Specialty,New
PL109093,CLM509093,India,Ashley Gonzalez,Marsh,India,Lauren Weber,0.10295,1275240.12,143784.53,398543.28,903213.24,0.4129,UMR_uEvOI,2019,2014-08-23 00:00:00,2024-06-04 00:00:00,0.5815,Open Market,Marine,Specialty,New
PL109094,CLM509094,India,Scott Larsen,Willis,Germany,Daniel Powell,0.03745,286350.77,512531.11,608078.52,245413.25,-0.224,UMR_zQHGy,2005,2001-11-06 00:00:00,2024-06-07 00:00:00,0.737,Broker,Marine,Energy and Construction,New
PL109095,CLM509095,UK,Rachael Powell,Willis,France,Lauren Weber,0.02606,1203789.65,1083597.29,224964.96,634151.6,0.0113,UMR_Eyont,1985,2011-07-07 00:00:00,2023-06-09 00:00:00,0.5451,Open Market,Marine,Specialty,New
PL109096,CLM509096,USA,Andre Pearson,Aon,USA,Lauren Weber,0.0513,1691198.45,944281.06,576221.24,660705.66,0.2583,UMR_uVnPq,2008,2001-05-15 00:00:00,2024-11-30 00:00:00,0.2319,Open Market,Marine,Energy and Construction,New
PL109097,CLM509097,India,Deanna King,Willis,India,Daniel Powell,0.05186,514148.3,840320.65,739844.66,341487.63,-0.2814,UMR_iMyrf,1990,2014-04-28 00:00:00,2024-09-25 00:00:00,0.4873,Broker,Marine,Energy and Construction,Renewal
PL109098,CLM509098,Germany,Michael Brewer,Willis,France,Lauren Weber,0.05426,1198107.34,408338.79,740860.76,717977.45,0.12,UMR_AZmPL,1987,2007-05-13 00:00:00,2023-06-25 00:00:00,0.3032,Open Market,Construction,Specialty,Renewal
PL109099,CLM509099,Germany,Martin Aguilar,Aon,Germany,Daniel Powell,0.04051,1018358.89,509283.92,267935.76,930012.01,0.2112,UMR_ewWrq,2024,2004-03-27 00:00:00,2023-01-05 00:00:00,0.3233,Open Market,Energy,Specialty,Renewal
PL109100,CLM509100,USA,Jeffrey Kim,Gallagher,USA,Lauren Weber,0.08303,603916.44,84361.28,807701.98,190069.1,-0.3763,UMR_pMjxu,2002,2002-01-19 00:00:00,2023-10-06 00:00:00,0.203,Broker,Marine,Energy and Construction,New
PL109101,CLM509101,Germany,Amanda Allen,Marsh,India,Lauren Weber,0.09026,1572626.13,947562.13,286682.24,131687.99,0.4348,UMR_lgEsA,2002,2003-07-17 00:00:00,2023-12-03 00:00:00,0.8675,Broker,Energy,Energy and Construction,New
PL109102,CLM509102,Germany,Mallory Matthews,Willis,India,Lauren Weber,0.09658,106311.94,861498.37,482766.21,70043.71,-0.0753,UMR_sdsUg,2001,2009-05-10 00:00:00,2023-11-21 00:00:00,0.3282,Open Market,Energy,Energy and Construction,New
PL109103,CLM509103,USA,Victoria Garza,Marsh,Germany,Daniel Powell,0.10736,1437151.94,404696.89,80857.49,16724.26,-0.3332,UMR_oMHsG,1987,2011-07-03 00:00:00,2024-07-18 00:00:00,0.6881,Broker,Construction,Energy and Construction,New
PL109104,CLM509104,Germany,Timothy Zimmerman,Gallagher,Germany,Lauren Weber,0.08059,1887822.07,795568.85,938204.74,158338.9,-0.0708,UMR_QOYxp,2018,2011-09-11 00:00:00,2025-10-01 00:00:00,0.1683,Delegated Authority,Construction,Specialty,Renewal
PL109105,CLM509105,UK,Stephen Huang,Aon,France,Daniel Powell,0.02648,1541342.68,1384753.41,395980.13,861611.65,0.0823,UMR_kwnQG,1995,2000-11-21 00:00:00,2023-01-10 00:00:00,0.6676,Open Market,Construction,Specialty,New
PL109106,CLM509106,Germany,Kimberly Brown,Aon,USA,Daniel Powell,0.10164,129417.01,1366092.89,147907.76,717211.38,-0.4074,UMR_iTWPe,2002,2016-04-23 00:00:00,2023-11-05 00:00:00,0.2757,Broker,Marine,Specialty,Renewal
PL109107,CLM509107,USA,Rachel Johnson,Willis,France,Daniel Powell,0.02039,708950.17,368007.6,755981.75,362536.68,0.1973,UMR_pzHQz,1990,2012-10-01 00:00:00,2025-11-13 00:00:00,0.1895,Open Market,Marine,Specialty,Renewal
